   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
     3479    0.95000  1.17668169960E+10   2.43966   3.60322  12.37948 -30.00000   0.32832   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00550  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8385429299
     3480    0.95000  1.17668277430E+10   2.44005   3.60319  12.37974 -30.00000   0.32836   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00550  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8386745312
     3481    0.95000  1.17668384800E+10   2.44045   3.60316  12.38000 -30.00000   0.32840   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00550  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8388060101
     3482    0.95000  1.17668492060E+10   2.44084   3.60313  12.38026 -30.00000   0.32844   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00550  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8389373542
     3483    0.95000  1.17668599220E+10   2.44123   3.60309  12.38052 -30.00000   0.32849   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00550  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8390685759
     3484    0.95000  1.17668706270E+10   2.44163   3.60306  12.38078 -30.00000   0.32853   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00550  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8391996629
     3485    0.95000  1.17668813220E+10   2.44202   3.60303  12.38104 -30.00000   0.32857   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00550  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8393306274
     3486    0.95000  1.17668920070E+10   2.44241   3.60300  12.38130 -30.00000   0.32861   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00551  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8394614695
     3487    0.95000  1.17669026810E+10   2.44281   3.60297  12.38155 -30.00000   0.32866   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00551  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8395921768
     3488    0.95000  1.17669133450E+10   2.44320   3.60294  12.38180 -30.00000   0.32870   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00551  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8397227618
     3489    0.95000  1.17669239980E+10   2.44359   3.60292  12.38206 -30.00000   0.32874   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00551  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8398532120
     3490    0.95000  1.17669346410E+10   2.44399   3.60289  12.38231 -30.00000   0.32878   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00551  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8399835398
     3491    0.95000  1.17669452740E+10   2.44438   3.60286  12.38256 -30.00000   0.32883   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00551  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8401137451
     3492    0.95000  1.17669558960E+10   2.44477   3.60283  12.38282 -30.00000   0.32887   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00551  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8402438157
     3493    0.95000  1.17669665030E+10   2.44516   3.60280  12.38307 -30.00000   0.32891   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00551  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8403737026
     3494    0.95000  1.17669770970E+10   2.44556   3.60277  12.38332 -30.00000   0.32895   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00552  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8405034304
     3495    0.95000  1.17669876780E+10   2.44595   3.60275  12.38358 -30.00000   0.32900   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00552  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8406329989
     3496    0.95000  1.17669982480E+10   2.44634   3.60272  12.38383 -30.00000   0.32904   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00552  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8407624328
     3497    0.95000  1.17670088060E+10   2.44673   3.60269  12.38408 -30.00000   0.32908   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00552  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8408917197
     3498    0.95000  1.17670193530E+10   2.44712   3.60266  12.38433 -30.00000   0.32912   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00552  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8410208719
     3499    0.95000  1.17670298900E+10   2.44752   3.60263  12.38459 -30.00000   0.32917   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00553  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8411499016
     3500    0.95000  1.17670404160E+10   2.44791   3.60260  12.38484 -30.00000   0.32921   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00554  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8412787967
     3501    0.95000  1.17670509320E+10   2.44830   3.60258  12.38509 -30.00000   0.32925   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00554  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8414075693
     3502    0.95000  1.17670614370E+10   2.44869   3.60255  12.38534 -30.00000   0.32929   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00555  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8415362072
     3503    0.95000  1.17670719320E+10   2.44908   3.60252  12.38560 -30.00000   0.32934   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00555  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8416647227
     3504    0.95000  1.17670824170E+10   2.44948   3.60249  12.38585 -30.00000   0.32938   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00555  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8417931156
     3505    0.95000  1.17670928910E+10   2.44987   3.60246  12.38610 -30.00000   0.32942   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99450     0.00000     0.00000     0.00000     0.00556  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8419213739
     3506    0.95000  1.17671033550E+10   2.45026   3.60244  12.38635 -30.00000   0.32946   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00000     0.00556  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8420495098
     3507    0.95000  1.17671138090E+10   2.45065   3.60241  12.38660 -30.00000   0.32951   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00000     0.00557  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8421775232
     3508    0.95000  1.17671242530E+10   2.45105   3.60238  12.38685 -30.00000   0.32955   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00000     0.00557  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8423054141
     3509    0.95000  1.17671346870E+10   2.45144   3.60236  12.38710 -30.00000   0.32959   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00000     0.00557  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8424331826
     3510    0.95000  1.17671451100E+10   2.45183   3.60233  12.38735 -30.00000   0.32964   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00000     0.00558  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8425608164
     3511    0.95000  1.17671555230E+10   2.45222   3.60230  12.38760 -30.00000   0.32969   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00000     0.00558  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8426883277
     3512    0.95000  1.17671659260E+10   2.45262   3.60228  12.38785 -30.00000   0.32973   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00000     0.00558  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8428157166
     3513    0.95000  1.17671763190E+10   2.45301   3.60225  12.38810 -30.00000   0.32977   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00559  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8429429830
     3514    0.95000  1.17671867020E+10   2.45340   3.60222  12.38835 -30.00000   0.32981   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00559  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8430701269
     3515    0.95000  1.17671970750E+10   2.45379   3.60220  12.38860 -30.00000   0.32986   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00559  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8431971485
     3516    0.95000  1.17672074380E+10   2.45418   3.60217  12.38885 -30.00000   0.32990   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00559  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8433240475
     3517    0.95000  1.17672177900E+10   2.45458   3.60214  12.38910 -30.00000   0.32994   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00560  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8434508119
     3518    0.95000  1.17672281320E+10   2.45497   3.60212  12.38934 -30.00000   0.32998   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00560  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8435774538
     3519    0.95000  1.17672384640E+10   2.45536   3.60209  12.38959 -30.00000   0.33003   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00560  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8437039732
     3520    0.95000  1.17672487860E+10   2.45575   3.60206  12.38984 -30.00000   0.33007   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00560  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8438303702
     3521    0.95000  1.17672590980E+10   2.45614   3.60204  12.39009 -30.00000   0.33011   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00561  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8439566448
     3522    0.95000  1.17672694000E+10   2.45654   3.60201  12.39034 -30.00000   0.33015   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00561  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8440827969
     3523    0.95000  1.17672796920E+10   2.45693   3.60198  12.39059 -30.00000   0.33019   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00561  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8442088265
     3524    0.95000  1.17672899740E+10   2.45731   3.60195  12.39085 -30.00000   0.33024   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00561  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8443347337
     3525    0.95000  1.17673002480E+10   2.45770   3.60191  12.39112 -30.00000   0.33028   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00561  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8444605429
     3526    0.95000  1.17673105140E+10   2.45809   3.60188  12.39138 -30.00000   0.33032   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00561  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8445862541
     3527    0.95000  1.17673207710E+10   2.45848   3.60185  12.39164 -30.00000   0.33036   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00561  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8447118552
     3528    0.95000  1.17673310190E+10   2.45887   3.60181  12.39191 -30.00000   0.33041   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00561  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8448373460
     3529    0.95000  1.17673412580E+10   2.45926   3.60178  12.39217 -30.00000   0.33045   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00561  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8449627266
     3530    0.95000  1.17673514870E+10   2.45965   3.60175  12.39243 -30.00000   0.33049   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00562  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8450879848
     3531    0.95000  1.17673617060E+10   2.46004   3.60172  12.39268 -30.00000   0.33053   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00562  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8452131205
     3532    0.95000  1.17673719160E+10   2.46043   3.60169  12.39293 -30.00000   0.33058   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00562  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8453381460
     3533    0.95000  1.17673821160E+10   2.46082   3.60166  12.39319 -30.00000   0.33062   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00562  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8454630491
     3534    0.95000  1.17673923060E+10   2.46121   3.60162  12.39345 -30.00000   0.33066   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00562  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8455878297
     3535    0.95000  1.17674020991E+10   2.46158   3.60159  12.39370 -30.00000   0.33070   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00563  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8457077501
     3536    0.95000  1.17674119911E+10   2.46196   3.60156  12.39395 -30.00000   0.33075   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00562  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8458288816
     3537    0.95000  1.17674219639E+10   2.46234   3.60153  12.39421 -30.00000   0.33079   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00563  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8459510025
     3538    0.95000  1.17674319879E+10   2.46273   3.60149  12.39447 -30.00000   0.33083   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00563  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8460737504
     3539    0.95000  1.17674420429E+10   2.46311   3.60146  12.39472 -30.00000   0.33087   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00563  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8461968778
     3540    0.95000  1.17674517330E+10   2.46348   3.60143  12.39497 -30.00000   0.33090   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00563  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8463155370
     3541    0.95000  1.17674615389E+10   2.46386   3.60140  12.39523 -30.00000   0.33095   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00563  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8464356141
     3542    0.95000  1.17674714371E+10   2.46424   3.60137  12.39548 -30.00000   0.33099   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00563  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8465568215
     3543    0.95000  1.17674813948E+10   2.46463   3.60133  12.39574 -30.00000   0.33103   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00564  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8466787575
     3544    0.95000  1.17674913898E+10   2.46501   3.60130  12.39599 -30.00000   0.33107   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00564  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8468011502
     3545    0.95000  1.17675014068E+10   2.46539   3.60127  12.39625 -30.00000   0.33112   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00564  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8469238124
     3546    0.95000  1.17675114358E+10   2.46578   3.60124  12.39651 -30.00000   0.33116   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00564  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8470466215
     3547    0.95000  1.17675210873E+10   2.46615   3.60121  12.39675 -30.00000   0.33120   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00565  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8471648079
     3548    0.95000  1.17675308463E+10   2.46653   3.60117  12.39701 -30.00000   0.33124   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00564  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8472843108
     3549    0.95000  1.17675406920E+10   2.46691   3.60114  12.39726 -30.00000   0.33129   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00565  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8474048753
     3550    0.95000  1.17675505927E+10   2.46729   3.60111  12.39752 -30.00000   0.33133   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00565  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8475261133
     3551    0.95000  1.17675601488E+10   2.46766   3.60108  12.39776 -30.00000   0.33137   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00565  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8476431315
     3552    0.95000  1.17675698302E+10   2.46803   3.60105  12.39801 -30.00000   0.33141   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00565  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8477616841
     3553    0.95000  1.17675796105E+10   2.46841   3.60102  12.39827 -30.00000   0.33144   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00565  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8478814478
     3554    0.95000  1.17675894546E+10   2.46880   3.60098  12.39852 -30.00000   0.33149   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00565  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8480019927
     3555    0.95000  1.17675993393E+10   2.46918   3.60095  12.39878 -30.00000   0.33153   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00566  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8481230348
     3556    0.95000  1.17676092484E+10   2.46956   3.60092  12.39903 -30.00000   0.33157   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00566  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8482443757
     3557    0.95000  1.17676187916E+10   2.46993   3.60089  12.39928 -30.00000   0.33161   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00566  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8483612360
     3558    0.95000  1.17676284471E+10   2.47030   3.60086  12.39953 -30.00000   0.33166   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00566  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8484794714
     3559    0.95000  1.17676381924E+10   2.47068   3.60082  12.39979 -30.00000   0.33170   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00566  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8485988065
     3560    0.95000  1.17676479951E+10   2.47106   3.60079  12.40004 -30.00000   0.33174   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00566  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8487188444
     3561    0.95000  1.17676574575E+10   2.47143   3.60076  12.40029 -30.00000   0.33178   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00566  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8488347153
     3562    0.95000  1.17676670456E+10   2.47180   3.60073  12.40054 -30.00000   0.33182   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00566  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8489521254
     3563    0.95000  1.17676767330E+10   2.47218   3.60070  12.40080 -30.00000   0.33187   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00566  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8490707514
     3564    0.95000  1.17676864843E+10   2.47256   3.60066  12.40105 -30.00000   0.33191   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00567  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8491901600
     3565    0.95000  1.17676962764E+10   2.47295   3.60063  12.40131 -30.00000   0.33195   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00567  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8493100682
     3566    0.95000  1.17677057167E+10   2.47331   3.60060  12.40155 -30.00000   0.33198   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00567  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8494256684
     3567    0.95000  1.17677152756E+10   2.47369   3.60057  12.40180 -30.00000   0.33203   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00567  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8495427209
     3568    0.95000  1.17677249286E+10   2.47406   3.60053  12.40206 -30.00000   0.33207   0.00000  0.00000E+00  9.89910E-01  2.10900E-05  7.32700E-04     0.99440     0.00000     0.00000     0.00010     0.00567  7.08500E-01  2.81600E-01  1.53100E-03  6.95800E-04  4.32600E-03  10.8496609257
